0,1
-1.944944460763584e-06,-1.6552628450658865e-06
-1.8984794981304707e-06,-1.7488354250177836e-06
-1.86856247314822e-06,-1.759690931102284e-06
-1.8974084497601937e-06,-1.7066696214599422e-06
-2.001049022608664e-06,-1.6651981629784536e-06
-2.102422619586656e-06,-1.676271659621416e-06
-2.0699612447495535e-06,-1.6972369505647343e-06
-1.8711701409000522e-06,-1.7065159012758827e-06
-1.6541858881273167e-06,-1.8083856254549282e-06
-1.598355563287839e-06,-2.090193413302659e-06
-1.6785135714222602e-06,-2.365933355155825e-06
-1.6709530483647575e-06,-2.280855926375235e-06
-1.4334530074662756e-06,-1.8615000437356195e-06
-1.0460514639646617e-06,-1.8124196832043445e-06
-5.85603121020746e-07,-2.8885270425643167e-06
-9.684086907627783e-08,-4.873425096048951e-06
-3.288586201861724e-07,-6.594608937649049e-06
-3.2166109819910003e-06,-7.289265923250366e-06
-1.0058222660384924e-05,-7.4224304887053e-06
-1.790837325420057e-05,-7.22391352231752e-06
-1.892889431725966e-05,-4.719829867851927e-06
-6.368855444119292e-06,3.001104073833917e-06
1.7267060902374373e-05,1.551665570738342e-05
3.963134942999905e-05,2.7281870653210686e-05
4.8286742052535804e-05,3.185654193683332e-05
4.112227558286655e-05,2.7925663480443384e-05
2.6383868328823898e-05,2.0085101363940636e-05
1.3428692128457819e-05,1.3732145055636908e-05
5.1902834422970815e-06,1.0296078631876144e-05
-7.928195429410765e-07,7.657392700899393e-06
-6.753267611624507e-06,3.9114915233214765e-06
-1.2000727143196363e-05,-5.168690622882251e-07
-1.4895892189382356e-05,-4.115359499414353e-06
-1.5416656255178674e-05,-6.324204908450122e-06
-1.5000645022719102e-05,-7.799578591047904e-06
-1.4678933403809998e-05,-9.203049087471233e-06
-1.4237207853206563e-05,-1.0434442270466424e-05
-1.3075922568012949e-05,-1.10641005053127e-05
-1.1222383998256699e-05,-1.103363482037231e-05
-9.25136926126057e-06,-1.0679154250943336e-05
-7.5551432523349444e-06,-1.0283260870317914e-05
-6.037866524022207e-06,-9.861533516873017e-06
-4.465854023801375e-06,-9.324502071108539e-06
-2.85290789494599e-06,-8.640650484199925e-06
-1.4126338670663457e-06,-7.828068777710066e-06
-2.6679705134622263e-07,-6.905028396722885e-06
6.680571708203886e-07,-5.8931531752294644e-06
1.5239782137800718e-06,-4.84200867082411e-06
